id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
21097649,Home in Cable Beach · ★4.88 · 3 bedrooms · 4 beds · 2 baths,41871780,Jason And Louise,BROOME,-17.96321,122.21149,Entire home,Entire home/apt,6,3.0,4.0,2,273,120,4.88,1.79
21402853,Guesthouse in Swan View · ★4.81 · 1 bedroom · 1 bed · 1 bath,12247833,Amanda-Jane,MUNDARING,-31.89683,116.06503,Entire guesthouse,Entire home/apt,3,1.0,1.0,7,363,75,4.81,1.09
21404666,Guesthouse in Broadwater · ★4.98 · Studio · 1 bed · 1 bath,8208424,Brenda,BUSSELTON,-33.65991,115.26857,Entire guesthouse,Entire home/apt,2,,1.0,2,0,113,4.98,1.7
21410375,Camper/RV in Dianella · 3 beds · 1 bath,30515975,Eric,STIRLING,-31.8972,115.88077,Camper/RV,Entire home/apt,3,,3.0,7,365,0,,
21413811,Home in Parkwood · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,146563741,Cynthia,CANNING,-32.05364,115.90611,Private room in home,Private room,1,,1.0,2,7,138,4.67,2.0
21669326,Cottage in Dwellingup · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,20669757,Sue,MURRAY,-32.71328,116.06838,Entire cottage,Entire home/apt,6,3.0,4.0,2,223,173,4.89,2.56
21098032,Home in Yallingup · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,6185972,Andrew,BUSSELTON,-33.6762,115.06909,Private room in home,Private room,2,,1.0,2,161,65,4.86,0.98
21669513,Cottage in Bovell · ★4.91 · 2 bedrooms · 3 beds · 1 bath,157735828,Alexander,BUSSELTON,-33.6717,115.35482,Entire cottage,Entire home/apt,5,2.0,3.0,2,99,32,4.91,0.5
21102577,Rental unit in Kalbarri · ★4.75 · 1 bedroom · 2 beds · 1 bath,39580197,Lisa,NORTHAMPTON,-27.71288,114.16138,Entire rental unit,Entire home/apt,4,1.0,2.0,2,232,71,4.75,1.06
21674165,Home in Myalup · ★4.61 · 1 bedroom · 3 beds · 1 bath,72662342,Renee,HARVEY,-33.10205,115.69231,Entire home,Entire home/apt,6,1.0,3.0,1,347,129,4.61,1.93
21414754,Home in Margaret River · ★4.91 · 1 bedroom · 1 bed · 1 bath,38720473,Galatee,AUGUSTA-MARGARET RIVER,-33.94861,115.07944,Entire home,Entire home/apt,2,1.0,1.0,3,0,151,4.91,2.21
21118724,Home in Rivervale · ★4.83 · 3 bedrooms · 8 beds · 1 bath,151651514,Lena & Birger,BELMONT,-31.96512,115.92181,Entire home,Entire home/apt,5,3.0,8.0,12,0,115,4.83,1.7
21426929,Rental unit in Warnbro · ★4.87 · 2 bedrooms · 3 beds · 1 bath,121794690,Charlie,ROCKINGHAM,-32.33025,115.74583,Entire rental unit,Entire home/apt,4,2.0,3.0,6,153,54,4.87,0.99
21683561,Rental unit in East Perth · ★4.62 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.9573,115.87177,Entire rental unit,Entire home/apt,2,1.0,2.0,1,13,172,4.62,2.52
21684727,Home in Exmouth · ★4.72 · 4 bedrooms · 5 beds · 2 baths,153180004,Lynn,EXMOUTH,-21.947287,114.13636,Entire home,Entire home/apt,8,4.0,5.0,3,164,36,4.72,0.54
21688705,Rental unit in East Perth · ★4.65 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95771,115.87245,Entire rental unit,Entire home/apt,2,1.0,2.0,1,0,143,4.65,2.11
21688965,Rental unit in East Perth · ★4.70 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95818,115.87221,Entire rental unit,Entire home/apt,2,1.0,2.0,1,1,170,4.7,2.51
21689089,Rental unit in East Perth · ★4.70 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95738,115.87183,Entire rental unit,Entire home/apt,2,1.0,2.0,1,14,140,4.7,2.05
21125672,Rental unit in Boulder · ★4.48 · 2 bedrooms · 2 beds · 1 bath,24250575,Roger,KALGOORLIE-BOULDER,-30.78593,121.49137,Entire rental unit,Entire home/apt,4,2.0,2.0,1,67,25,4.48,0.41
21689294,Rental unit in East Perth · ★4.78 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95683,115.87262,Entire rental unit,Entire home/apt,2,1.0,2.0,1,0,123,4.78,1.81
21142952,Rental unit in Esperance · ★4.85 · 3 bedrooms · 3 beds · 1 bath,17902392,Jessica,ESPERANCE,-33.85789,121.89061,Entire rental unit,Entire home/apt,4,3.0,3.0,3,98,171,4.85,2.95
21689390,Rental unit in East Perth · ★4.74 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95888,115.87384,Entire rental unit,Entire home/apt,2,1.0,2.0,1,0,148,4.74,2.22
21689513,Rental unit in East Perth · ★4.72 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95766,115.8733,Entire rental unit,Entire home/apt,2,1.0,2.0,1,0,141,4.72,2.07
21689593,Rental unit in East Perth · ★4.70 · 1 bedroom · 2 beds · 1 bath,138068839,Randy,PERTH,-31.95869,115.87211,Entire rental unit,Entire home/apt,2,1.0,2.0,1,4,125,4.7,1.86
21164638,Home in Green Head · ★4.70 · 4 bedrooms · 7 beds · 2 baths,152761296,Janet,COOROW,-30.06881,114.97538,Entire home,Entire home/apt,10,4.0,7.0,2,88,39,4.7,0.57
21165527,Guesthouse in Hovea · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3992964,Quenda Guesthouse,MUNDARING,-31.87953,116.12967,Entire guesthouse,Entire home/apt,4,2.0,2.0,2,113,31,5.0,0.46
21698611,Home in San Remo · ★4.81 · 5 bedrooms · 6 beds · 2.5 baths,157963041,Steph,MANDURAH,-32.48236,115.75022,Entire home,Entire home/apt,11,5.0,6.0,4,281,47,4.81,0.81
21428496,Home in Smith Brook · ★4.83 · 3 bedrooms · 8 beds · 1 bath,146841208,Evelyn,MANJIMUP,-34.34787,116.19428,Entire home,Entire home/apt,6,3.0,8.0,1,304,260,4.83,3.81
21167484,Home in Margaret River · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,152791445,Jo & David,AUGUSTA-MARGARET RIVER,-33.94523,115.06308,Shared room in home,Shared room,4,,2.0,2,27,154,4.83,2.22
21434085,Farm stay in Western Australia · ★4.67 · 3 bedrooms · 4 beds · 1 bath,106230092,Mary,NANNUP,-33.98594,115.5827,Farm stay,Entire home/apt,6,3.0,4.0,3,308,182,4.67,2.66
21434695,Home in Piara Waters · 3 bedrooms · 3 beds · 2 baths,40670833,Selfy,ARMADALE,-32.13179,115.92379,Entire home,Entire home/apt,6,3.0,3.0,21,0,1,0.0,0.02
21699527,Home in Australind · ★4.75 · 5 bedrooms · 6 beds · 3.5 baths,37197552,Samantha,HARVEY,-33.27839,115.71902,Entire home,Entire home/apt,9,5.0,6.0,2,82,33,4.75,0.6
21177616,Farm stay in Lowden · ★5.0 · 2 bedrooms · 5 beds · 1 bath,152908622,Peter,DONNYBROOK-BALINGUP,-33.51564,115.96589,Farm stay,Entire home/apt,6,2.0,5.0,2,171,78,5.0,1.22
21177715,Home in Subiaco · ★4.76 · 3 bedrooms · 4 beds · 1 bath,165362413,Lyda,SUBIACO,-31.94586,115.82781,Entire home,Entire home/apt,6,3.0,4.0,3,276,91,4.76,1.38
21703245,Farm stay in Channybearup · ★4.80 · 2 bedrooms · 3 beds · 1 bath,158004069,Channybearup,MANJIMUP,-34.4334,115.91657,Farm stay,Entire home/apt,4,2.0,3.0,2,53,200,4.8,2.95
21705779,Rental unit in Rivervale · ★4.62 · 2 bedrooms · 2 beds · 1 bath,146601270,Susan,BELMONT,-31.96221,115.91359,Entire rental unit,Entire home/apt,4,2.0,2.0,2,121,107,4.62,1.58
21438238,Home in Eagle Bay · ★4.80 · 3 bedrooms · 4 beds · 2.5 baths,37280809,David,BUSSELTON,-33.56599,115.06302,Entire home,Entire home/apt,6,3.0,4.0,2,166,76,4.8,1.1
21178751,Cottage in Balingup · ★4.92 · 1 bedroom · 1 bed · 1 bath,37763590,Jayne,DONNYBROOK-BALINGUP,-33.86702,115.90632,Entire cottage,Entire home/apt,2,1.0,1.0,1,168,24,4.92,0.35
21441122,Home in Quindalup · ★4.90 · 1 bedroom · 1 bed · 1 private bath,82461959,Vicki,BUSSELTON,-33.63182,115.14046,Private room in home,Private room,2,,1.0,2,0,102,4.9,1.51
21714896,Rental unit in Westminster · ★4.91 · 2 bedrooms · 2 beds · 2 baths,17893352,Travis & Chris,STIRLING,-31.86363,115.83216,Entire rental unit,Entire home/apt,4,2.0,2.0,5,230,157,4.91,2.33
21715150,Rental unit in Maylands · ★4.93 · 2 bedrooms · 3 beds · 1 bath,103038459,Anita,BAYSWATER,-31.93403,115.88859,Entire rental unit,Entire home/apt,4,2.0,3.0,6,180,193,4.93,2.93
21179815,Guesthouse in South Lake · ★4.93 · 1 bedroom · 1 bed · 1 bath,152931955,Craig & Tash,COCKBURN,-32.10431,115.84784,Entire guesthouse,Entire home/apt,4,1.0,1.0,2,51,60,4.93,0.87
21720909,Cottage in Clarkson · ★4.78 · 2 bedrooms · 3 beds · 1 bath,105979263,Normi,WANNEROO,-31.68815,115.73258,Entire cottage,Entire home/apt,5,2.0,3.0,3,0,27,4.78,0.43
21720953,Cottage in Beresford · ★4.79 · 4 bedrooms · 3 beds · 1 bath,140568968,Jo,GREATER GERALDTON,-28.76268,114.61637,Entire cottage,Entire home/apt,5,4.0,3.0,2,56,129,4.79,1.93
21441736,Bungalow in Yallingup · ★4.99 · 2 bedrooms · 2 beds · 1 bath,23955810,Kristian,BUSSELTON,-33.63661,115.02912,Entire bungalow,Entire home/apt,4,2.0,2.0,2,297,139,4.99,2.1
21442592,Guesthouse in Mahogany Creek · ★4.88 · Studio · 2 beds · 1 bath,48927384,Suzannah,MUNDARING,-31.90443,116.13213,Entire guesthouse,Entire home/apt,4,,2.0,2,127,117,4.88,1.72
21443036,Home in Perth · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,16035150,Libing,SWAN,-31.84958,115.90761,Private room in home,Private room,2,,1.0,7,334,9,5.0,0.18
21462097,Bungalow in Denmark · ★4.80 · 4 bedrooms · 5 beds · 2 baths,155832067,Glenda,DENMARK,-34.95199,117.34851,Entire bungalow,Entire home/apt,8,4.0,5.0,3,253,135,4.8,2.09
21180503,Guest suite in City Beach · ★4.91 · 1 bedroom · 1 bed · 1 bath,99016496,Lisa,CAMBRIDGE,-31.91562,115.7603,Entire guest suite,Entire home/apt,3,1.0,1.0,5,114,24,4.91,0.35
21462815,Cabin in Broadwater · ★4.85 · 2 bedrooms · 3 beds · 1 bath,132578883,Shelley,BUSSELTON,-33.65847,115.28111,Entire cabin,Entire home/apt,4,2.0,3.0,2,144,67,4.85,1.02
21730364,Home in Yallingup · ★4.87 · 4 bedrooms · 6 beds · 2 baths,99590132,Vicki,BUSSELTON,-33.69627,115.01439,Entire home,Entire home/apt,9,4.0,6.0,3,276,95,4.87,1.42
21741215,Home in Dudley Park · ★4.80 · 4 bedrooms · 5 beds · 2 baths,15360130,Davinia,MANDURAH,-32.55041,115.72423,Entire home,Entire home/apt,8,4.0,5.0,2,179,136,4.8,2.02
21190421,Home in Guilderton · ★4.80 · 4 bedrooms · 7 beds · 2 baths,46362867,Melanie,GINGIN,-31.34338,115.50179,Entire home,Entire home/apt,10,4.0,7.0,2,327,80,4.8,1.18
21195343,Home in City Beach · ★5.0 · 3 bedrooms · 4 beds · 2 baths,99016496,Lisa,CAMBRIDGE,-31.9152,115.75999,Entire home,Entire home/apt,8,3.0,4.0,7,111,8,5.0,0.12
21756001,Chalet in Metricup · ★4.74 · 1 bedroom · 1 bed · 1 bath,158500309,Eight Willows,BUSSELTON,-33.77378,115.10324,Entire chalet,Entire home/apt,2,1.0,1.0,1,218,43,4.74,0.64
21464838,Home in Cooloongup · ★4.79 · 3 bedrooms · 5 beds · 1.5 baths,155861466,Maggie,ROCKINGHAM,-32.30147,115.75357,Entire home,Entire home/apt,6,3.0,5.0,7,66,70,4.79,1.03
21474594,Home in Yallingup · ★5.0 · 5 bedrooms · 11 beds · 3 baths,68639229,Helene,BUSSELTON,-33.6443,115.05457,Entire home,Entire home/apt,16,5.0,11.0,2,324,21,5.0,0.77
21819529,Home in Yallingup · ★4.94 · 3 bedrooms · 3 beds · 3 baths,35697412,Jane,BUSSELTON,-33.71819,115.0413,Entire home,Entire home/apt,6,3.0,3.0,2,232,267,4.94,4.06
21756201,Guesthouse in Sinclair · ★4.89 · Studio · 1 bed · 1 bath,79638572,Alan,ESPERANCE,-33.86204,121.87735,Entire guesthouse,Entire home/apt,2,,1.0,2,24,234,4.89,3.45
21820872,Bungalow in Busselton · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,12199182,Charlie,BUSSELTON,-33.64814,115.35256,Entire bungalow,Entire home/apt,6,3.0,4.0,2,0,137,4.96,2.02
21768083,Guesthouse in Harris River · ★4.92 · 1 bedroom · 3 beds · 1 shared bath,66295201,Donelle,COLLIE,-33.3252,116.13975,Private room in guesthouse,Private room,4,1.0,3.0,1,297,26,4.92,2.02
21479065,Rental unit in Mandurah · ★4.94 · 2 bedrooms · 2 beds · 2 baths,156002218,Murray,MANDURAH,-32.5263,115.71692,Entire rental unit,Entire home/apt,4,2.0,2.0,2,97,129,4.94,1.91
21479718,Home in Yallingup Siding · ★4.64 · 9 bedrooms · 10 beds · 5 baths,511967,Exclusiveescapes,BUSSELTON,-33.68019,115.08783,Entire home,Entire home/apt,16,9.0,10.0,1,197,47,4.64,0.83
21479794,Rental unit in Scarborough · ★4.69 · 1 bedroom · 1 bed · 1 bath,115988510,Lorella,STIRLING,-31.88772,115.76279,Entire rental unit,Entire home/apt,2,1.0,1.0,2,7,49,4.69,0.72
21832303,Guest suite in Halls Head · ★4.83 · 3 bedrooms · 4 beds · 1 bath,19885585,Eugene,MANDURAH,-32.5637,115.67109,Entire guest suite,Entire home/apt,4,3.0,4.0,2,80,220,4.83,3.3
21482779,Home in Cottesloe · ★4.98 · 2 bedrooms · 4 beds · 2 baths,156038508,Tania,COTTESLOE,-31.98867,115.75971,Entire home,Entire home/apt,4,2.0,4.0,4,247,129,4.98,1.91
21770938,Rental unit in Cottesloe · ★4.90 · 1 bedroom · 2 beds · 1 bath,18186678,Lee,COTTESLOE,-31.98545,115.75346,Entire rental unit,Entire home/apt,3,1.0,2.0,90,45,71,4.9,1.21
21770998,Rental unit in Scarborough · ★4.81 · 1 bedroom · 2 beds · 1 bath,17309143,Nick,STIRLING,-31.88765,115.76383,Entire rental unit,Entire home/apt,2,1.0,2.0,5,135,47,4.81,0.73
21772149,Home in Dunsborough · ★4.66 · 2 bedrooms · 3 beds · 2 baths,22742955,Cape Executive,BUSSELTON,-33.61911,115.09061,Entire home,Entire home/apt,4,2.0,3.0,2,311,38,4.66,0.58
21840768,Home in Augusta · ★4.90 · 3 bedrooms · 3 beds · 1.5 baths,159266400,Harley And Vanessa,AUGUSTA-MARGARET RIVER,-34.30609,115.15458,Entire home,Entire home/apt,8,3.0,3.0,2,308,51,4.9,0.76
21772594,Rental unit in Wembley · ★4.38 · 1 bedroom · 2 beds · 1 bath,53918521,Eddie,CAMBRIDGE,-31.94046,115.81994,Entire rental unit,Entire home/apt,4,1.0,2.0,28,97,64,4.38,0.94
21772661,Home in Dunsborough · ★4.63 · 3 bedrooms · 7 beds · 2.5 baths,22742955,Cape Executive,BUSSELTON,-33.6194,115.09083,Entire home,Entire home/apt,6,3.0,7.0,2,297,48,4.63,0.71
21773227,Chalet in Broadwater · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,132578883,Shelley,BUSSELTON,-33.65847,115.28111,Entire chalet,Entire home/apt,4,2.0,2.0,2,144,32,4.75,0.51
21773533,Home in Dunsborough · ★4.88 · 2 bedrooms · 3 beds · 1 bath,22742955,Cape Executive,BUSSELTON,-33.61955,115.09245,Entire home,Entire home/apt,4,2.0,3.0,2,271,41,4.88,0.63
22157219,Rental unit in East Perth · ★4.32 · 2 bedrooms · 4 beds · 1 bath,104616928,Paul,PERTH,-31.95758,115.87566,Entire rental unit,Entire home/apt,4,2.0,4.0,2,191,31,4.32,0.5
22167678,Rental unit in Yallingup · ★4.67 · 3 bedrooms · 4 beds · 2 baths,511967,Exclusiveescapes,BUSSELTON,-33.6402,115.02665,Entire rental unit,Entire home/apt,8,3.0,4.0,1,313,13,4.67,0.21
21852566,Villa in Dunsborough · ★4.86 · 2 bedrooms · 3 beds · 2 baths,22742955,Cape Executive,BUSSELTON,-33.61955,115.09245,Entire villa,Entire home/apt,4,2.0,3.0,2,297,38,4.86,0.61
22167893,Rental unit in Yallingup · ★4.20 · 3 bedrooms · 4 beds · 2 baths,511967,Exclusiveescapes,BUSSELTON,-33.63867,115.02571,Entire rental unit,Entire home/apt,8,3.0,4.0,1,311,10,4.2,0.17
21774560,Home in Dunsborough · ★4.59 · 2 bedrooms · 3 beds · 1.5 baths,22742955,Cape Executive,BUSSELTON,-33.61941,115.09245,Entire home,Entire home/apt,4,2.0,3.0,2,282,76,4.59,1.37
21855612,Rental unit in Yallingup · ★4.68 · 1 bedroom · 1 bed · 1 bath,40346621,Claire,BUSSELTON,-33.64038,115.02608,Entire rental unit,Entire home/apt,4,1.0,1.0,2,350,264,4.68,3.9
21775070,Home in Dunsborough · ★4.76 · 2 bedrooms · 2 beds · 2 baths,22742955,Cape Executive,BUSSELTON,-33.61948,115.09168,Entire home,Entire home/apt,4,2.0,2.0,2,297,56,4.76,0.82
21858682,Guest suite in Cowaramup · ★4.97 · 2 bedrooms · 2 beds · 1 bath,159442305,Rachael & Andrew,AUGUSTA-MARGARET RIVER,-33.8485,115.10937,Entire guest suite,Entire home/apt,4,2.0,2.0,2,238,216,4.97,3.19
21786117,Cottage in Leschenault · ★4.89 · 2 bedrooms · 3 beds · 1 bath,4106431,Karl,HARVEY,-33.22272,115.72133,Entire cottage,Entire home/apt,5,2.0,3.0,2,61,102,4.89,1.9
22168022,Home in Dunsborough · ★4.82 · 3 bedrooms · 4 beds · 3 baths,511967,Exclusiveescapes,BUSSELTON,-33.75117,115.03158,Entire home,Entire home/apt,6,3.0,4.0,1,340,11,4.82,0.24
21867069,Guesthouse in Port Denison · ★4.95 · 1 bedroom · 1 bed · 1 bath,159503947,Kathy,IRWIN,-29.2775,114.92088,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,112,116,4.95,1.86
22168150,Home in Quedjinup · ★4.82 · 4 bedrooms · 5 beds · 3 baths,511967,Exclusiveescapes,BUSSELTON,-33.63954,115.08819,Entire home,Entire home/apt,10,4.0,5.0,1,298,65,4.82,1.08
22171689,Home in Wilson · ★4.73 · 4 bedrooms · 6 beds · 2.5 baths,161959068,Albert,CANNING,-32.01304,115.92078,Entire home,Entire home/apt,10,4.0,6.0,3,310,93,4.73,1.38
22175551,Rental unit in Lancelin · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,134316840,Maree,GINGIN,-31.02142,115.33171,Entire rental unit,Entire home/apt,4,2.0,2.0,2,83,87,4.94,1.31
22179766,Guest suite in Busselton · ★5.0 · 1 bedroom · 2 beds · 1 bath,11032745,Carolyn,BUSSELTON,-33.64967,115.34139,Entire guest suite,Entire home/apt,3,1.0,2.0,1,0,43,5.0,0.66
22180761,Home in Ledge Point · ★4.45 · 4 bedrooms · 6 beds · 1 bath,162041349,Cam,GINGIN,-31.11094,115.3751,Entire home,Entire home/apt,8,4.0,6.0,2,68,22,4.45,0.33
21789431,Rental unit in West Perth · ★4.77 · 1 bedroom · 1 bed · 1 bath,158783903,Anne,PERTH,-31.9534,115.84706,Entire rental unit,Entire home/apt,2,1.0,1.0,28,222,26,4.77,0.44
21790386,Rental unit in East Perth · 1 bedroom · 1 bed · 1 bath,18119599,Alderney,PERTH,-31.95991,115.87417,Entire rental unit,Entire home/apt,2,1.0,1.0,1,0,2,4.0,0.08
21790800,Rental unit in West Perth · ★4.76 · 1 bedroom · 1 bed · 1 bath,158783903,Anne,PERTH,-31.9534,115.84706,Entire rental unit,Entire home/apt,2,1.0,1.0,5,176,29,4.76,0.52
21802883,Townhouse in Cottesloe · ★4.77 · 3 bedrooms · 3 beds · 2 baths,158895656,David,COTTESLOE,-32.00588,115.75475,Entire townhouse,Entire home/apt,6,3.0,3.0,4,117,50,4.77,0.73
21868565,Home in Margaret River · ★4.71 · 5 bedrooms · 6 beds · 2.5 baths,39887389,Carolyn,AUGUSTA-MARGARET RIVER,-33.94896,115.09356,Entire home,Entire home/apt,6,5.0,6.0,2,296,126,4.71,1.88
21806125,Chalet in Broadwater · ★4.71 · 2 bedrooms · 3 beds · 1.5 baths,132578883,Shelley,BUSSELTON,-33.65847,115.28111,Entire chalet,Entire home/apt,4,2.0,3.0,2,96,76,4.71,1.14
21869227,Rental unit in Yallingup · ★4.67 · 2 bedrooms · 2 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67257,115.03202,Entire rental unit,Entire home/apt,4,2.0,2.0,1,247,3,4.67,0.17
21808367,Guesthouse in Marmion · ★5.0 · 1 bedroom · 1 bed · 1 bath,158949150,Ben,JOONDALUP,-31.84272,115.75286,Entire guesthouse,Entire home/apt,2,1.0,1.0,4,0,8,5.0,0.3
21808994,Villa in Scarborough · ★4.77 · 3 bedrooms · 4 beds · 1 bath,95489829,Laura,STIRLING,-31.90244,115.77414,Entire villa,Entire home/apt,5,3.0,4.0,5,89,61,4.77,0.94
21814802,Home in South Perth · ★4.97 · 3 bedrooms · 4 beds · 2.5 baths,158915069,Kim,SOUTH PERTH,-31.98055,115.87439,Entire home,Entire home/apt,7,3.0,4.0,3,156,117,4.97,1.74
22192536,Guesthouse in Quindalup · ★4.69 · 2 bedrooms · 2 beds · 1.5 baths,162154729,Craig,BUSSELTON,-33.649,115.08062,Entire guesthouse,Entire home/apt,4,2.0,2.0,2,0,133,4.69,1.98
22192696,Bungalow in Lancelin · ★4.36 · 1 bedroom · 3 beds · 1 bath,162156408,Nikki,GINGIN,-31.01866,115.33161,Entire bungalow,Entire home/apt,5,1.0,3.0,2,155,226,4.36,3.4
22196804,Home in Dunsborough · ★4.88 · 5 bedrooms · 9 beds · 3 baths,71760571,Kate,BUSSELTON,-33.60887,115.10575,Entire home,Entire home/apt,12,5.0,9.0,2,126,95,4.88,1.43
21869254,Rental unit in Yallingup · ★4.50 · 2 bedrooms · 3 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67245,115.0332,Entire rental unit,Entire home/apt,4,2.0,3.0,1,246,3,4.5,0.04
21869263,Rental unit in Yallingup · ★4.69 · 2 bedrooms · 3 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67255,115.03209,Entire rental unit,Entire home/apt,5,2.0,3.0,1,241,13,4.69,0.72
21818336,Home in Margaret River · ★4.95 · 1 bedroom · 2 beds · 1 bath,44793561,Pauline,AUGUSTA-MARGARET RIVER,-33.96691,115.0227,Entire home,Entire home/apt,4,1.0,2.0,2,148,203,4.95,3.03
21869272,Rental unit in Yallingup · ★5.0 · 2 bedrooms · 3 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67228,115.0329,Entire rental unit,Entire home/apt,4,2.0,3.0,1,245,6,5.0,0.42
21818543,Home in Yallingup · ★4.85 · 3 bedrooms · 4 beds · 2.5 baths,15841969,Kim,BUSSELTON,-33.67376,115.04205,Entire home,Entire home/apt,7,3.0,4.0,2,228,93,4.85,1.4
22197643,Guesthouse in Margaret River · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,12589817,Cate,AUGUSTA-MARGARET RIVER,-33.96372,115.00302,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,213,176,4.98,2.66
21818998,Farm stay in Metricup · ★4.45 · 1 bedroom · 1 bed · 1 bath,74564760,Tui,BUSSELTON,-33.77103,115.16026,Farm stay,Entire home/apt,4,1.0,1.0,2,268,22,4.45,0.97
21869291,Rental unit in Yallingup · ★4.56 · 2 bedrooms · 2 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67321,115.03319,Entire rental unit,Entire home/apt,4,2.0,2.0,1,254,18,4.56,0.27
21869299,Rental unit in Yallingup · ★4.63 · 2 bedrooms · 2 beds · 2 baths,149013974,Hayley,BUSSELTON,-33.67445,115.03211,Entire rental unit,Entire home/apt,4,2.0,2.0,1,229,19,4.63,0.3
22198804,Rental unit in Como · ★4.63 · 1 bedroom · 1 bed · 1 bath,38900096,Amanda,SOUTH PERTH,-31.99161,115.85974,Entire rental unit,Entire home/apt,2,1.0,1.0,1,175,361,4.63,5.49
22210311,Home in Gnarabup · ★4.84 · 3 bedrooms · 3 beds · 2 baths,24219552,Veronica At Beachhouse Holidays,AUGUSTA-MARGARET RIVER,-33.9905,114.99639,Entire home,Entire home/apt,6,3.0,3.0,2,286,106,4.84,1.65
21870296,Farm stay in Metricup · ★4.55 · 3 bedrooms · 4 beds · 1 bath,74564760,Tui,BUSSELTON,-33.77087,115.15748,Farm stay,Entire home/apt,7,3.0,4.0,2,274,44,4.55,0.81
21883178,Rental unit in City of Albany · ★4.79 · 2 bedrooms · 3 beds · 1 bath,158348049,Edwin,ALBANY,-35.02535,117.87782,Entire rental unit,Entire home/apt,4,2.0,3.0,1,257,164,4.79,2.67
22214610,Rental unit in Newman · ★4.65 · 1 bedroom · 1 bed · 1 bath,58586381,Hayley,EAST PILBARA,-23.35992,119.74254,Entire rental unit,Entire home/apt,2,1.0,1.0,1,351,174,4.65,2.97
22215620,Boat in Hillarys · 11 beds · 1 bath,162331251,Natalia,JOONDALUP,-31.82749,115.7384,Boat,Entire home/apt,11,,11.0,1,0,0,,
22624523,Villa in Collingwood Park · 1 bedroom · 1 bed · 1 bath,165888718,Matt And Kate,ALBANY,-35.00684,117.92721,Entire villa,Entire home/apt,2,1.0,1.0,2,160,2,4.5,0.03
22625673,Rental unit in Denmark · ★4.85 · 2 bedrooms · 2 beds · 2 baths,17031262,Sean,DENMARK,-34.9583,117.35569,Entire rental unit,Entire home/apt,4,2.0,2.0,2,286,223,4.85,3.45
22635531,Villa in Collingwood Park · 2 bedrooms · 3 beds · 2 baths,165888718,Matt And Kate,ALBANY,-35.00537,117.92589,Entire villa,Entire home/apt,4,2.0,3.0,2,231,0,,
21883275,Rental unit in Albany · ★4.72 · 3 bedrooms · 3 beds · 1 bath,158348049,Edwin,ALBANY,-35.02537,117.87718,Entire rental unit,Entire home/apt,4,3.0,3.0,2,288,74,4.72,1.1
21883448,Rental unit in Albany · ★4.79 · 2 bedrooms · 3 beds · 1 bath,158348049,Edwin,ALBANY,-35.0239,117.87799,Entire rental unit,Entire home/apt,4,2.0,3.0,2,299,70,4.79,1.04
21883536,Rental unit in Albany · ★4.72 · 2 bedrooms · 2 beds · 1 bath,158348049,Edwin,ALBANY,-35.02434,117.87727,Entire rental unit,Entire home/apt,4,2.0,2.0,2,259,93,4.72,1.43
21885687,Home in Margaret River · ★4.52 · 2 bedrooms · 2 beds · 1 bath,144920449,Tanya,AUGUSTA-MARGARET RIVER,-33.95581,115.07988,Entire home,Entire home/apt,4,2.0,2.0,1,1,101,4.52,1.51
22639846,Guest suite in Fremantle · ★4.93 · 1 bedroom · 1 bed · 1 bath,66019777,Graeme,FREMANTLE,-32.04567,115.75166,Entire guest suite,Entire home/apt,2,1.0,1.0,2,333,137,4.93,2.37
22639857,Rental unit in East Perth · ★4.43 · 1 bedroom · 1 bed · 1 bath,163399917,Santino,PERTH,-31.96282,115.87285,Entire rental unit,Entire home/apt,4,1.0,1.0,6,283,48,4.43,0.72
